Date,AAPL,GOOGL,META,MSFT,NVDA
2024-09-19,228.0683135986328,161.76808166503906,558.1527709960938,436.1368408203125,117.85103607177734
2024-09-20,227.40065002441406,163.21475219726562,560.39892578125,432.73675537109375,115.98133850097656
2024-09-23,225.67672729492188,161.47874450683594,563.4537963867188,430.9870300292969,116.24130249023438
2024-09-24,226.57354736328125,161.917724609375,562.3756713867188,426.6722717285156,120.85055541992188
2024-09-25,225.57705688476562,161.11956787109375,567.34716796875,429.59515380859375,123.4901351928711
2024-09-26,226.72303771972656,162.35671997070312,566.8780517578125,428.7998046875,124.02005004882812
2024-09-27,226.99208068847656,163.5739288330078,566.3988037109375,425.5289306640625,121.38047790527344
2024-09-30,232.183837890625,165.46957397460938,571.47021484375,427.795654296875,121.42046356201172
2024-10-01,225.4176483154297,166.60696411132812,575.4933471679688,418.2416076660156,116.9811782836914
2024-10-02,225.9856414794922,165.47955322265625,571.839599609375,414.7023620605469,118.83087921142578
2024-10-03,224.8795166015625,165.47955322265625,581.78271484375,414.11578369140625,122.83023834228516
2024-10-04,226.00555419921875,166.67678833007812,594.930419921875,413.6385803222656,124.89990234375
2024-10-07,220.91346740722656,162.6061553955078,583.789306640625,407.15655517578125,127.69945526123047
2024-10-08,224.9791717529297,164.00294494628906,591.8855590820312,412.2964172363281,132.86862182617188
2024-10-09,228.7359619140625,161.4887237548828,589.5095825195312,415.0303955078125,132.628662109375
2024-10-10,228.23770141601562,161.70822143554688,582.8408813476562,413.4198303222656,134.78831481933594
2024-10-11,226.75294494628906,162.8655548095703,588.9505615234375,413.8970642089844,134.7783203125
2024-10-14,230.48980712890625,164.5816192626953,589.419677734375,416.70062255859375,138.0478057861328
2024-10-15,233.03086853027344,165.08047485351562,585.2767944335938,416.3029479980469,131.57884216308594
2024-10-16,230.96812438964844,164.78114318847656,575.8128051757812,413.6982116699219,135.6981658935547
2024-10-17,231.33682250976562,162.55625915527344,575.95263671875,414.29473876953125,136.90797424316406
2024-10-18,234.1768341064453,163.04515075683594,575.4933471679688,415.726318359375,137.97779846191406
2024-10-21,235.65164184570312,163.69366455078125,574.185546875,416.3427429199219,143.6868896484375
2024-10-22,235.03382873535156,164.76119995117188,581.0240478515625,425.0219421386719,143.56690979003906
2024-10-23,229.95167541503906,162.4066162109375,562.7349853515625,422.1288757324219,139.5375518798828
2024-10-24,229.7623748779297,162.34674072265625,566.818115234375,422.2580871582031,140.38742065429688
2024-10-25,230.59942626953125,164.89089965820312,572.27880859375,425.658203125,141.51722717285156
2024-10-28,232.5824432373047,166.3375701904297,577.1804809570312,424.1072998046875,140.4973907470703
2024-10-29,232.85150146484375,169.29078674316406,592.2749633789062,429.43609619140625,141.22727966308594
2024-10-30,229.29400634765625,174.059814453125,590.79736328125,430.0127258300781,139.3175811767578
2024-10-31,225.11868286132812,170.71751403808594,566.6184692382812,403.9850769042969,132.7386474609375
2024-11-01,222.1291961669922,170.89707946777344,566.1991577148438,407.9816589355469,135.3782196044922
2024-11-04,221.23233032226562,168.851806640625,559.7301025390625,406.082763671875,136.0281219482422
2024-11-05,222.66729736328125,169.35064697265625,571.460205078125,409.0653381347656,139.8874969482422
2024-11-06,221.93984985351562,176.10511779785156,571.0808715820312,417.73455810546875,145.58656311035156
2024-11-07,226.6831817626953,180.33538818359375,590.6976318359375,422.95404052734375,148.85606384277344
2024-11-08,226.41383361816406,177.94090270996094,588.3416137695312,420.0808410644531,147.6062469482422
2024-11-11,223.69039916992188,179.93630981445312,582.1820068359375,415.57720947265625,145.23663330078125
2024-11-12,223.69039916992188,181.20339965820312,583.8292236328125,420.5679931640625,148.26612854003906
2024-11-13,224.5782470703125,178.4696807861328,579.0173950195312,422.72540283203125,146.2464599609375
2024-11-14,227.67079162597656,175.17726135253906,576.1821899414062,424.4055480957031,146.7363739013672
2024-11-15,224.4585418701172,172.09434509277344,553.1412963867188,412.5847473144531,141.9571533203125
2024-11-18,227.4712677001953,174.8979034423828,553.4608154296875,413.34033203125,140.12744140625
2024-11-19,227.73065185546875,177.71141052246094,560.1394653320312,415.3585205078125,146.98634338378906
2024-11-20,228.44891357421875,175.5763397216797,564.5619506835938,413.0718688964844,145.8665313720703
2024-11-21,227.97007751464844,167.2454833984375,562.1360473632812,411.2887268066406,146.6464080810547
2024-11-22,229.3168182373047,164.38206481933594,558.1928100585938,415.4029235839844,141.92715454101562
2024-11-25,232.30960083007812,167.26544189453125,564.1526489257812,417.1860656738281,135.9981231689453
2024-11-26,234.49432373046875,168.73207092285156,572.5682983398438,426.350830078125,136.89797973632812
2024-11-27,234.36463928222656,168.84181213378906,568.2357177734375,421.3699951171875,135.31822204589844
2024-11-29,236.7588653564453,168.5624542236328,573.3470458984375,421.8381652832031,138.22776794433594
2024-12-02,239.013427734375,171.0966339111328,591.82568359375,429.32940673828125,138.60769653320312
2024-12-03,242.06607055664062,170.9469757080078,612.6104125976562,429.5485534667969,140.23744201660156
2024-12-04,242.42520141601562,173.9700164794922,612.7401733398438,435.7447204589844,145.1166534423828
2024-12-05,242.4551239013672,172.24400329589844,607.8983764648438,440.9247741699219,145.04666137695312
2024-12-06,242.25559997558594,174.30926513671875,622.7132568359375,441.87115478515625,142.42689514160156
2024-12-09,246.1562042236328,175.1682586669922,612.530517578125,444.3117370605469,138.79722595214844
2024-12-10,247.1737518310547,184.9569854736328,618.2708129882812,441.632080078125,135.05758666992188
2024-12-11,245.89683532714844,195.1752166748047,631.6080932617188,447.2704162597656,139.29718017578125
2024-12-12,247.36329650878906,191.7391815185547,629.7213134765625,447.83819580078125,137.32736206054688
2024-12-13,247.5328826904297,189.6016387939453,619.2990112304688,445.5569763183594,134.23765563964844
2024-12-16,250.43588256835938,196.43377685546875,623.6851196289062,449.8604431152344,131.98785400390625
2024-12-17,252.8699951171875,195.1951904296875,618.889404296875,452.7194519042969,130.3780059814453
2024-12-18,247.4530792236328,188.18325805664062,596.6591796875,435.71484375,128.8981475830078
2024-12-19,249.1888885498047,188.2931365966797,595.0405883789062,435.356201171875,130.66796875
2024-12-20,253.87759399414062,191.18980407714844,584.7297973632812,434.9278564453125,134.68760681152344
2024-12-23,254.6557159423828,194.40611267089844,599.3167724609375,433.5830383300781,139.6571502685547
2024-12-24,257.57867431640625,195.8843994140625,607.2097778320312,437.6473693847656,140.2071075439453
2024-12-26,258.39666748046875,195.375,602.8136596679688,436.43206787109375,139.91712951660156
2024-12-27,254.9749298095703,192.5382537841797,599.27685546875,428.881103515625,136.9973907470703
2024-12-30,251.59307861328125,191.02000427246094,590.7144165039062,423.2029113769531,137.47735595703125
2024-12-31,249.81736755371094,189.08224487304688,584.9895629882812,419.88568115234375,134.27764892578125
2025-01-02,243.26319885253906,189.2120819091797,598.7073364257812,416.97686767578125,138.29727172851562
2025-01-03,242.7743682861328,191.56936645507812,604.092529296875,421.7286071777344,144.4567108154297
2025-01-06,244.41041564941406,196.64352416992188,629.6398315429688,426.21136474609375,149.41624450683594
2025-01-07,241.62713623046875,195.26512145996094,617.3407592773438,420.7523498535156,140.12710571289062
2025-01-08,242.11595153808594,193.7268829345703,610.1771240234375,422.9339904785156,140.0971221923828
2025-01-10,236.28004455566406,191.81907653808594,615.3125610351562,417.345458984375,135.8975067138672
2025-01-13,233.83592224121094,190.79026794433594,607.789306640625,415.5921936035156,133.21774291992188
2025-01-14,232.71861267089844,189.4418182373047,593.7218017578125,414.0780334472656,131.7478790283203
2025-01-15,237.2975616455078,195.32504272460938,616.5714721679688,424.6772766113281,136.22747802734375
2025-01-16,227.710693359375,192.68807983398438,610.756591796875,422.953857421875,133.55772399902344
2025-01-17,229.4265594482422,195.77452087402344,612.225341796875,427.3868713378906,137.6973419189453
2025-01-21,222.10421752929688,197.82217407226562,615.9120483398438,426.8588562011719,140.81704711914062
2025-01-22,223.29136657714844,198.1417999267578,622.94580078125,444.4911193847656,147.05648803710938
2025-01-23,223.1217803955078,197.7522430419922,635.88427734375,444.9991149902344,147.2064666748047
2025-01-24,222.24388122558594,199.9796905517578,646.9144287109375,442.3592834472656,142.60687255859375
2025-01-27,229.30685424804688,191.58934020996094,659.29345703125,432.8956604003906,118.40910339355469
2025-01-28,237.68663024902344,195.07533264160156,673.7305908203125,445.4872741699219,128.9781494140625
2025-01-29,238.7839813232422,195.18521118164062,675.888671875,440.6358947753906,123.6886215209961
2025-01-30,237.0182342529297,200.638916015625,686.3893432617188,413.4006042480469,124.63853454589844
2025-01-31,235.4320831298828,203.78530883789062,688.5673828125,413.4703674316406,120.0589599609375
2025-02-03,227.46128845214844,200.99850463867188,696.840087890625,409.3462219238281,116.64927673339844
2025-02-04,232.23977661132812,206.14259338378906,703.5640869140625,410.7906494140625,118.63909149169922
2025-02-05,231.91058349609375,191.1099090576172,704.2434692382812,411.7071533203125,124.81851959228516
2025-02-06,232.6587677001953,191.3795928955078,711.3571166992188,414.2274475097656,128.66815185546875
2025-02-07,227.08221435546875,185.1267852783203,713.8848876953125,408.1806945800781,129.8280487060547
2025-02-10,227.3518524169922,186.2554931640625,716.7623291015625,410.6412353515625,133.55772399902344
2025-02-11,232.3153533935547,185.10682678222656,719.16015625,409.8642272949219,132.7877960205078
2025-02-12,236.55978393554688,183.39878845214844,724.7352294921875,407.4734191894531,131.12794494628906
2025-02-13,241.21368408203125,185.92587280273438,727.9124145507812,408.9676818847656,135.27755737304688
2025-02-14,244.2796630859375,185.01690673828125,736.0151977539062,406.86572265625,138.8372344970703
2025-02-18,244.14984130859375,183.55859375,715.7332153320312,408.0711364746094,139.38717651367188
2025-02-19,244.54930114746094,185.05686950683594,703.1444702148438,413.18145751953125,139.21719360351562
2025-02-20,245.508056640625,184.34768676757812,694.222412109375,415.3674621582031,140.0971221923828
2025-02-21,245.22842407226562,179.4533233642578,682.9423828125,407.4619445800781,134.41763305664062
2025-02-24,246.77639770507812,179.04379272460938,667.5361328125,403.2596740722656,130.2680206298828
2025-02-25,246.71646118164062,175.21820068359375,656.9155883789062,397.17083740234375,126.61835479736328
2025-02-26,240.0452117919922,172.5312957763672,673.1011962890625,398.99749755859375,131.26792907714844
2025-02-27,236.98922729492188,168.30616760253906,657.6549072265625,391.8106994628906,120.13895416259766
2025-02-28,241.5232696533203,170.0841064453125,667.6060791015625,396.26251220703125,124.90850830078125
2025-03-03,237.71826171875,166.81787109375,654.4677124023438,387.778076171875,114.04950714111328
2025-03-04,235.6210174560547,170.72337341308594,639.4310913085938,387.8978576660156,115.97933197021484
2025-03-05,235.4312744140625,172.8209686279297,655.886474609375,400.2851257324219,117.28921508789062
2025-03-06,235.0218048095703,172.1517333984375,627.371826171875,396.1627197265625,110.55982971191406
2025-03-07,238.7569122314453,173.66000366210938,625.1038208007812,392.5892639160156,112.67964172363281
2025-03-10,227.1820831298828,165.8699951171875,597.4584350585938,379.46337890625,106.97016143798828
2025-03-11,220.55078125,164.0399932861328,605.171630859375,379.7528381347656,108.75
2025-03-12,216.69583129882812,167.11000061035156,619.00927734375,382.5676574707031,115.73999786376953
2025-03-13,209.4053955078125,162.75999450683594,590.114990234375,378.0758972167969,115.58000183105469
2025-03-14,213.21041870117188,165.49000549316406,607.5999755859375,387.84796142578125,121.66999816894531
2025-03-17,213.71974182128906,164.2899932861328,604.9000244140625,387.98773193359375,119.52999877929688
2025-03-18,212.4114532470703,160.6699981689453,582.3599853515625,382.81719970703125,115.43000030517578
2025-03-19,214.95811462402344,163.88999938964844,584.0599975585938,387.1093444824219,117.5199966430664
2025-03-20,213.81961059570312,162.8000030517578,586.0,386.131103515625,118.52999877929688
2025-03-21,217.98414611816406,163.99000549316406,596.25,390.54302978515625,117.69999694824219
2025-03-24,220.44091796875,167.67999267578125,618.8499755859375,392.35968017578125,121.41000366210938
2025-03-25,223.45697021484375,170.55999755859375,626.3099975585938,394.4358825683594,120.69000244140625
2025-03-26,221.2398681640625,165.05999755859375,610.97998046875,389.2554016113281,113.76000213623047
2025-03-27,223.5568389892578,162.24000549316406,602.5800170898438,389.8642578125,111.43000030517578
2025-03-28,217.6146240234375,154.3300018310547,576.739990234375,378.1058349609375,109.66999816894531
2025-03-31,221.83909606933594,154.63999938964844,576.3599853515625,374.7021179199219,108.37999725341797
2025-04-01,222.897705078125,157.07000732421875,586.0,381.4896545410156,110.1500015258789
2025-04-02,223.59678649902344,157.0399932861328,583.9299926757812,381.43975830078125,110.41999816894531
2025-04-03,202.9239044189453,150.72000122070312,531.6199951171875,372.42626953125,101.80000305175781
2025-04-04,188.13330078125,145.60000610351562,504.7300109863281,359.18060302734375,94.30999755859375
2025-04-07,181.2223663330078,146.75,516.25,357.2042236328125,97.63999938964844
2025-04-08,172.19419860839844,144.6999969482422,510.45001220703125,353.9102783203125,96.30000305175781
2025-04-09,198.58958435058594,158.7100067138672,585.77001953125,389.7744140625,114.33000183105469
2025-04-10,190.17062377929688,152.82000732421875,546.2899780273438,380.65118408203125,107.56999969482422
2025-04-11,197.89048767089844,157.13999938964844,543.5700073242188,387.7381896972656,110.93000030517578
2025-04-14,202.25477600097656,159.07000732421875,531.47998046875,387.0993347167969,110.70999908447266
2025-04-15,201.87527465820312,156.30999755859375,521.52001953125,385.0231628417969,112.19999694824219
2025-04-16,194.0155792236328,153.3300018310547,502.30999755859375,370.92901611328125,104.48999786376953
2025-04-17,196.72203063964844,151.16000366210938,501.4800109863281,367.1060485839844,101.48999786376953
2025-04-21,192.9070281982422,147.6699981689453,484.6600036621094,358.4619140625,96.91000366210938
2025-04-22,199.47842407226562,151.47000122070312,500.2799987792969,366.1478271484375,98.88999938964844
2025-04-23,204.33206176757812,155.35000610351562,520.27001953125,373.7039489746094,102.70999908447266
2025-04-24,208.09710693359375,159.27999877929688,533.1500244140625,386.59027099609375,106.43000030517578
2025-04-25,209.00592041015625,161.9600067138672,547.27001953125,391.1319580078125,111.01000213623047
2025-04-28,209.8647918701172,160.61000061035156,549.739990234375,390.4432067871094,108.7300033569336
2025-04-29,210.9333953857422,160.16000366210938,554.4400024414062,393.31793212890625,109.0199966430664
2025-04-30,212.22171020507812,158.8000030517578,549.0,394.53570556640625,108.91999816894531
2025-05-01,213.04063415527344,161.3000030517578,572.2100219726562,424.6204528808594,111.61000061035156
2025-05-02,205.08106994628906,164.02999877929688,597.02001953125,434.48236083984375,114.5
2025-05-05,198.62953186035156,164.2100067138672,599.27001953125,435.3707275390625,113.81999969482422
2025-05-06,198.25001525878906,163.22999572753906,587.3099975585938,432.5159606933594,113.54000091552734
2025-05-07,195.99298095703125,151.3800048828125,596.8099975585938,432.555908203125,117.05999755859375
2025-05-08,197.2313690185547,154.27999877929688,598.010009765625,437.3670654296875,117.37000274658203
2025-05-09,198.27000427246094,152.75,592.489990234375,437.9260559082031,116.6500015258789
2025-05-12,210.7899932861328,158.4600067138672,639.4299926757812,448.4367370605469,123.0
2025-05-13,212.92999267578125,159.52999877929688,656.030029296875,448.3169860839844,129.92999267578125
2025-05-14,212.3300018310547,165.3699951171875,659.3599853515625,452.1099853515625,135.33999633789062
2025-05-15,211.4499969482422,163.9600067138672,643.8800048828125,453.1300048828125,134.8300018310547
2025-05-16,211.25999450683594,166.19000244140625,640.3400268554688,454.2699890136719,135.39999389648438
2025-05-19,208.77999877929688,166.5399932861328,640.4299926757812,458.8699951171875,135.57000732421875
2025-05-20,206.86000061035156,163.97999572753906,637.0999755859375,458.1700134277344,134.3800048828125
2025-05-21,202.08999633789062,168.55999755859375,635.5,452.57000732421875,131.8000030517578
2025-05-22,201.36000061035156,170.8699951171875,636.5700073242188,454.8599853515625,132.8300018310547
2025-05-23,195.27000427246094,168.47000122070312,627.0599975585938,450.17999267578125,131.2899932861328
2025-05-27,200.2100067138672,172.89999389648438,642.3200073242188,460.69000244140625,135.5
2025-05-28,200.4199981689453,172.36000061035156,643.5800170898438,457.3599853515625,134.80999755859375
2025-05-29,199.9499969482422,171.86000061035156,645.0499877929688,458.67999267578125,139.19000244140625
2025-05-30,200.85000610351562,171.74000549316406,647.489990234375,460.3599853515625,135.1300048828125
2025-06-02,201.6999969482422,169.02999877929688,670.9000244140625,461.9700012207031,137.3800048828125
